*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=v1.3.1b
*Date=16:05:20
*CreatedBy=Fritzing 0.9.4.2019-12-01.CD-498-0-a1ffcea
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
187;;;70.7136;-12.2303;0;Bottom;Copper Fill524
188;;THT;14.1447;-16.4253;0;Bottom;J176
189;;;15.0749;-26.1876;0;Bottom;Copper Fill530
190;;;84.6296;-27.5378;0;Bottom;Via93
191;;;28.5496;-46.3171;0;Bottom;Copper Fill412
192;;TO220 [THT];24.8762;-68.4953;90;Bottom;Q8
193;;;40.4241;-65.0496;0;Bottom;Copper Fill189
194;2.49k;0805 [SMD];58.9847;-74.2102;0;Top;R61
195;;;66.5321;-35.4753;0;Bottom;Via158
196;;;17.1704;-93.0023;0;Bottom;Copper Fill436
197;;;71.2597;-11.7096;0;Bottom;Copper Fill523
198;;THT;10.3347;-8.80525;90;Bottom;J110
199;;;91.8845;-20.117;0;Bottom;Copper Fill134
200;;;68.2244;-13.9575;0;Bottom;Copper Fill216
201;;;34.7821;-88.4978;0;Bottom;Via96
202;;;21.1328;-26.9496;0;Bottom;Copper Fill320
203;;;21.1328;-24.308;0;Bottom;Copper Fill323
204;;;50.2793;-23.7492;0;Bottom;Copper Fill522
205;;;81.5594;-66.3323;0;Bottom;Copper Fill363
206;;;12.8341;-63.3488;-90;Bottom;TXT13
207;;;94.7928;-76.4288;0;Bottom;Copper Fill13
208;;;3.34982;-75.7976;0;Bottom;Hole4
209;;;1.13712;-68.0893;-90;Bottom;TXT13
210;;;89.3572;-91.2751;0;Bottom;Copper Fill550
211;;;4.40413;-59.383;-90;Bottom;TXT13
212;;;75.8698;-50.1271;0;Bottom;Copper Fill111
213;;;42.6593;-30.3532;0;Bottom;Copper Fill515
214;;;31.2896;-46.5878;0;Bottom;Via159
215;;;66.8528;-28.3466;0;Bottom;Copper Fill71
216;;;3.4798;-49.962;0;Bottom;Copper Fill280
217;;;43.9293;-36.3476;0;Bottom;Copper Fill123
218;;THT;21.2567;-31.9828;0;Bottom;J4
219;;;21.1328;-29.4388;0;Bottom;Copper Fill312
220;;sma-diode;12.3122;-38.9678;180;Top;D19
221;;;16.9672;-13.5892;0;Bottom;Copper Fill80
222;;;71.2946;-15.7903;0;Bottom;Via171
223;;THT;11.6047;-6.26525;0;Bottom;J183
224;;;42.6593;-28.6514;0;Bottom;Copper Fill516
225;0.1µF;0805 [SMD, multilayer];82.4072;-90.6477;90;Top;C15
226;;;94.7928;-73.8888;0;Bottom;Copper Fill259
227;;;89.3921;-32.6178;0;Bottom;Via200
228;;;12.8341;-69.2506;-90;Bottom;TXT13
229;470;0805 [SMD];47.7997;-25.2427;-90;Top;R2
230;;;73.1393;-23.7492;0;Bottom;Copper Fill519
231;;;24.7904;-31.9788;0;Bottom;Copper Fill53
232;;;75.3745;-50.6224;0;Bottom;Copper Fill108
233;;;82.9945;-82.6772;0;Bottom;Copper Fill166
234;;;83.9978;-16.6118;0;Bottom;Copper Fill329
235;;;3.0853;-59.383;-90;Bottom;TXT13
236;2.49k;0805 [SMD];42.4747;-19.6002;180;Top;R3
237;;;69.2036;-63.8405;0;Bottom;TXT1
238;;;76.5302;-76.5812;0;Bottom;Copper Fill11
239;;;27.1145;-8.4076;0;Bottom;Copper Fill147
240;;;61.1955;-44.5499;0;Bottom;TXT3
241;;;1.4097;-56.312;0;Bottom;Copper Fill406
