*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=v1.2.4d
*Date=19:59:33
*CreatedBy=Fritzing 0.9.4.2019-12-01.CD-498-0-a1ffcea
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
266;;;94.7928;-51.3082;0;Bottom;Copper Fill27
267;;;21.8948;-8.8267;0;Bottom;Copper Fill385
268;;;48.3997;-93.1166;0;Bottom;Copper Fill156
269;;;4.1148;-46.5711;0;Bottom;Copper Fill169
270;;;85.0646;-21.2219;0;Bottom;Copper Fill545
271;;;62.8269;-71.4504;0;Bottom;Copper Fill473
272;;;71.2946;-16.061;0;Bottom;Via223
273;;;64.3097;-87.4984;0;Bottom;HC-05
274;;;80.8228;-27.0766;0;Bottom;Copper Fill71
275;;;30.3371;-4.3135;0;Bottom;Via219
276;;;72.8345;-34.7474;0;Bottom;Copper Fill527
277;;;69.1896;-14.2115;0;Bottom;Copper Fill212
278;;THT;12.5572;-13.5209;0;Bottom;J143
279;;;54.7116;-91.9863;0;Bottom;Copper Fill537
280;;;41.0285;-17.3091;0;Bottom;TXT4
281;;;61.4045;-60.9856;0;Bottom;Copper Fill428
282;;0603 [SMD];62.3021;-52.8909;0;Top;LED2
283;100 nF;0805 [SMD, multilayer];64.5546;-20.5059;0;Top;C26
284;;0603 [SMD];62.3021;-48.1284;0;Top;LED3
285;;;65.2145;-84.506;0;Bottom;Copper Fill214
286;;;46.7034;-31.9367;0;Bottom;TXT4
287;;;15.8496;-48.5015;0;Bottom;Copper Fill136
288;;;18.3134;-73.5078;0;Bottom;Copper Fill9
289;;;82.423;-11.1508;0;Bottom;Copper Fill338
290;;THT;15.0972;-18.6009;0;Bottom;J176
291;;;3.302;-93.1039;0;Bottom;Copper Fill180
292;;;71.9328;-79.0196;0;Bottom;Copper Fill250
293;100k;0805 [SMD];88.5122;-35.1109;180;Top;R38
294;;;94.234;-29.7563;0;Bottom;Copper Fill219
295;;;59.2074;-28.626;0;Bottom;Copper Fill65
296;;;10.8966;-36.1063;0;Bottom;Copper Fill533
297;;;51.7144;-19.5963;0;Bottom;Copper Fill154
298;;;4.9149;-7.6202;0;Bottom;Copper Fill551
299;;;24.4856;-54.0768;0;Bottom;Copper Fill279
300;;;83.7946;-40.5767;0;Bottom;Copper Fill367
301;10;0805 [SMD];69.9521;-55.4309;180;Top;R25
302;;;94.7928;-58.9282;0;Bottom;Copper Fill273
303;;;33.8296;-50.0334;0;Bottom;Via212
304;;;49.3141;-66.9038;0;Bottom;Copper Fill456
305;;;32.0294;-20.6504;0;Bottom;Copper Fill80
306;;;60.9346;-84.9759;0;Bottom;Copper Fill391
307;;;81.0641;-66.1164;0;Bottom;Copper Fill351
308;;;60.4393;-24.0286;0;Bottom;Copper Fill465
309;;;94.7293;-30.2516;0;Bottom;Copper Fill217
310;;;94.2086;-90.4115;0;Bottom;Copper Fill506
311;;;58.166;-31.42;0;Bottom;Copper Fill305
312;;;60.5028;-30.8866;0;Bottom;Copper Fill57
313;;;77.6446;-19.236;0;Bottom;Via116
314;;;67.8942;-89.1923;0;Bottom;Copper Fill567
315;;;84.8741;-59.7664;0;Bottom;Copper Fill368
316;;;5.8293;-70.8916;0;Bottom;Copper Fill572
317;;THT;15.0972;-10.9809;0;Bottom;J219
318;;;75.8698;-50.3811;0;Bottom;Copper Fill349
319;;;19.0246;-28.2958;0;Bottom;Copper Fill315
320;;;29.5148;-18.6819;0;Bottom;Copper Fill125
321;;;35.0266;-33.1218;0;Bottom;Copper Fill304
322;;;54.0766;-68.1611;0;Bottom;Copper Fill191
323;;;58.1406;-54.7118;0;Bottom;Copper Fill294
324;;;84.6328;-79.0196;0;Bottom;Copper Fill255
325;;;2.3749;-80.3912;0;Bottom;Copper Fill127
326;;;54.0766;-28.5244;0;Bottom;Copper Fill317
327;;;43.7639;-57.3598;0;Bottom;IMG1
328;;;3.302;-85.7887;0;Bottom;Copper Fill493
329;;;83.3596;-40.5084;0;Bottom;Via162
330;;;4.2545;-92.1768;0;Bottom;Copper Fill486
331;;THT;21.5742;-36.0634;0;Bottom;J4
332;;;65.5828;-31.2168;0;Bottom;Copper Fill53
333;;;40.1193;-30.6326;0;Bottom;Copper Fill516
334;;;14.8844;-48.5015;0;Bottom;Copper Fill135
335;;;41.161;-90.0198;-90;Bottom;TXT11
336;;;41.161;-85.0556;-90;Bottom;TXT11
337;;;47.9044;-92.5959;0;Bottom;Copper Fill410
338;;;70.5993;-8.9918;0;Bottom;Copper Fill402
339;;;43.9674;-28.626;0;Bottom;Copper Fill61
340;;;13.3096;-26.3019;0;Bottom;Copper Fill210
341;;;29.5148;-18.6819;0;Bottom;Copper Fill377
342;;;24.9936;-11.2778;0;Bottom;Copper Fill96
343;;;22.6949;-72.1616;0;Bottom;Copper Fill371
344;;;21.4376;-48.7682;0;Bottom;Copper Fill289
345;;;38.7598;-6.00669;0;Bottom;TXT11
346;;;77.5716;-18.1866;0;Bottom;Copper Fill86
347;;;87.3506;-68.9612;0;Bottom;Copper Fill10
348;;;27.4193;-67.234;0;Bottom;Copper Fill500
349;1µF;0805 [SMD, multilayer];77.0822;-42.4134;0;Top;C12
350;;;47.7774;-29.4896;0;Bottom;Copper Fill58
351;;;66.5321;-11.616;0;Bottom;Via176
352;0.01µF;0805 [SMD, multilayer];73.8347;-13.4483;-90;Top;C25
353;2.49k;0805 [SMD];61.8422;-74.4809;0;Top;R61
354;;THT;7.4772;-21.1409;0;Bottom;J213
355;;;21.4376;-13.2082;0;Bottom;Copper Fill91
356;;;21.082;-93.1039;0;Bottom;Copper Fill182
357;;;25.2984;-51.5622;0;Bottom;Copper Fill283
358;;;42.4434;-88.7859;0;Bottom;Copper Fill199
359;;;22.6949;-71.1964;0;Bottom;Copper Fill122
360;;;97.409;-39.8528;0;Bottom;Copper Fill297
361;;;45.6293;-59.0627;0;Bottom;TXT11
362;;;4.2545;-86.7412;0;Bottom;Copper Fill491
363;;;68.2244;-14.2115;0;Bottom;Copper Fill211
364;;;51.2921;-38.6034;0;Bottom;Via201
365;;;73.1393;-24.0286;0;Bottom;Copper Fill520
366;;;3.6449;-46.1012;0;Bottom;Copper Fill418
367;;;72.1741;-62.2556;0;Bottom;Copper Fill174
368;;;21.4376;-41.1482;0;Bottom;Copper Fill298
369;1k;0805 [SMD];72.8822;-33.1334;-90;Top;R21
370;;;32.1945;-66.9038;0;Bottom;Copper Fill458
371;;;12.5349;-7.6202;0;Bottom;Copper Fill235
372;;;82.4484;-22.022;0;Bottom;Copper Fill75
373;;;15.3797;-48.0062;0;Bottom;Copper Fill387
374;;;61.7474;-28.626;0;Bottom;Copper Fill66
375;;;10.8966;-38.6463;0;Bottom;Copper Fill565
376;;;78.5241;-84.506;0;Bottom;Copper Fill237
377;;;85.9028;-16.2816;0;Bottom;Copper Fill331
378;;;53.7845;-92.9388;0;Bottom;Copper Fill220
379;;;29.0449;-19.1518;0;Bottom;Copper Fill375
380;;;90.17;-10.1856;0;Bottom;Copper Fill345
381;;;88.1221;-31.9359;0;Bottom;Via173
382;;;49.9872;-50.0128;0;Bottom;Copper Fill286
383;;;21.4376;-56.3882;0;Bottom;Copper Fill277
384;;;18.8214;-21.1584;0;Bottom;Copper Fill326
385;2.2;0603 [SMD];66.1121;-45.5884;0;Top;R69
386;;;41.4274;-28.626;0;Bottom;Copper Fill60
387;;;39.0906;-28.626;0;Bottom;Copper Fill59
388;1k;0805 [SMD];40.8147;-73.2834;90;Top;R57
389;;;16.4592;-64.6178;0;Bottom;Copper Fill268
390;;;44.4246;-33.8711;0;Bottom;Copper Fill360
391;;;84.2772;-50.0636;0;Bottom;Copper Fill19
392;;;5.8896;-70.3534;0;Bottom;Via235
393;;;74.8792;-50.3811;0;Bottom;Copper Fill348
394;10µF;0805 [SMD, multilayer];31.6797;-37.0159;0;Top;C32
395;;0603 [SMD];62.3021;-55.4309;0;Top;LED1
396;;;65.5828;-25.2224;0;Bottom;Copper Fill313
397;;;94.7928;-69.0882;0;Bottom;Copper Fill13
398;;;84.8614;-88.4811;0;Bottom;Copper Fill571
399;;;60.9346;-84.9759;0;Bottom;Copper Fill140
400;;;73.5171;-64.9559;0;Bottom;Via8
401;;;21.4376;-46.2282;0;Bottom;Copper Fill35
402;;;44.5897;-67.234;0;Bottom;Copper Fill494
403;;;21.4376;-30.9882;0;Bottom;Copper Fill55
404;;;30.0196;-88.7685;0;Bottom;Via96
405;;;41.9608;-17.9326;0;Bottom;Copper Fill343
406;;TO220 [THT];46.1487;-70.6709;90;Bottom;Q7
407;;;3.6449;-47.0664;0;Bottom;Copper Fill417
408;;;24.4094;-13.2082;0;Bottom;Copper Fill89
409;;;84.9471;-59.2409;0;Bottom;Via161
410;;;21.4376;-36.0682;0;Bottom;Copper Fill48
411;;;48.768;-67.3991;0;Bottom;Copper Fill457
412;;;3.302;-93.1039;0;Bottom;Copper Fill487
413;;;44.5897;-67.234;0;Bottom;Copper Fill186
414;;;79.5528;-79.0196;0;Bottom;Copper Fill253
415;;;83.2993;-37.262;0;Bottom;Copper Fill148
416;;THT;69.0722;-69.4009;0;Bottom;JP1
417;10;0805 [SMD];69.9521;-48.1284;180;Top;R32
418;;;94.7928;-53.8482;0;Bottom;Copper Fill24
419;;;13.5096;-40.8259;0;Bottom;Via241
420;;THT;4.9372;-18.6009;0;Bottom;J220
421;;;42.545;-40.1068;0;Bottom;Copper Fill41
422;1k;0805 [SMD];49.7772;-10.3459;0;Top;R75
423;;;21.4471;-8.7585;0;Bottom;Via189
424;;;89.9922;-35.1411;0;Bottom;Copper Fill455
425;;;42.6593;-28.9054;0;Bottom;Copper Fill512
426;;;82.804;-36.7667;0;Bottom;Copper Fill401
427;;;95.3389;-91.5672;0;Bottom;Copper Fill195
428;;;21.4376;-20.8282;0;Bottom;Copper Fill79
429;;;73.1996;-93.8485;0;Bottom;Via242
430;;;44.5897;-54.6864;0;Bottom;Copper Fill392
431;;;34.1249;-86.4618;0;Bottom;Copper Fill438
432;;;94.7928;-61.4682;0;Bottom;Copper Fill271
433;;;75.3745;-50.8764;0;Bottom;Copper Fill102
434;1k;0805 [SMD];31.6072;-84.8858;-90;Top;R11
435;;;73.4441;-65.5068;0;Bottom;Copper Fill171
436;;;60.4393;-84.506;0;Bottom;Copper Fill138
437;;THT;4.9372;-13.5209;0;Bottom;J221
438;;;85.725;-45.4154;0;Bottom;Copper Fill291
439;;;60.8838;-61.5063;0;Bottom;Copper Fill429
440;120;0805 [SMD];36.4422;-37.0159;0;Top;R62
441;;;11.4173;-46.2028;0;Bottom;Copper Fill531
442;;THT;7.4772;-18.6009;0;Bottom;J210
443;;;15.3797;-48.9968;0;Bottom;Copper Fill133
444;;;89.3572;-91.5291;0;Bottom;Copper Fill549
445;;;84.9884;-11.4048;0;Bottom;Copper Fill92
446;;;39.878;-10.973;0;Bottom;Copper Fill95
447;;;88.0872;-14.8592;0;Bottom;Copper Fill332
448;;;75.3745;-49.9112;0;Bottom;Copper Fill103
449;0.1µF;0805 [SMD, multilayer];58.0322;-20.5059;180;Top;C5
450;;;4.2545;-94.0564;0;Bottom;Copper Fill178
