*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=v1.3a
*Date=14:47:20
*CreatedBy=Fritzing 0.9.4.2019-12-01.CD-498-0-a1ffcea
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
101;;;21.082;-85.7887;0;Bottom;Copper Fill177
102;;;53.1241;-47.0664;0;Bottom;Copper Fill145
103;;THT;12.5572;-10.9809;0;Bottom;J216
104;;;21.4376;-56.3882;0;Bottom;Copper Fill277
105;;;15.3797;-48.9968;0;Bottom;Copper Fill133
106;;;41.2355;-6.00669;0;Bottom;TXT11
107;;;4.2545;-94.0564;0;Bottom;Copper Fill485
108;;;60.4393;-85.4966;0;Bottom;Copper Fill388
109;;;68.2244;-14.2115;0;Bottom;Copper Fill211
110;;;71.1454;-18.7454;0;Bottom;Copper Fill98
111;;;21.4376;-36.0682;0;Bottom;Copper Fill48
112;1k;0805 [SMD];88.5122;-37.3334;180;Top;R29
113;;;19.1008;-15.7482;0;Bottom;Copper Fill88
114;;;21.4376;-30.9882;0;Bottom;Copper Fill55
115;1k;0805 [SMD];84.5571;-13.8384;0;Top;R40
116;;;72.8345;-34.7474;0;Bottom;Copper Fill527
117;;;44.4246;-33.8711;0;Bottom;Copper Fill360
118;;;89.3572;-91.5291;0;Bottom;Copper Fill549
119;;;3.6449;-47.0664;0;Bottom;Copper Fill166
120;;;19.05;-25.9082;0;Bottom;Copper Fill321
121;;;44.3992;-84.9632;0;Bottom;Copper Fill247
122;;;62.3697;-6.0962;0;Bottom;Copper Fill164
123;;;44.5897;-54.6864;0;Bottom;Copper Fill141
124;;;21.4249;-8.3314;0;Bottom;Copper Fill130
125;;;66.9544;-35.8015;0;Bottom;Copper Fill117
126;;;10.8966;-38.6463;0;Bottom;Copper Fill565
127;;;19.1008;-13.2082;0;Bottom;Copper Fill90
128;;;4.0132;-8.5219;0;Bottom;Copper Fill207
129;;;53.1241;-67.234;0;Bottom;Copper Fill190
130;;;94.7928;-69.0882;0;Bottom;Copper Fill13
131;;;48.8696;-92.5959;0;Bottom;Copper Fill159
132;1k;0805 [SMD];59.4746;-80.5134;0;Top;R77
133;;;41.9608;-17.9326;0;Bottom;Copper Fill343
134;;;7.4549;-7.6202;0;Bottom;Copper Fill508
135;;;76.7588;-25.197;0;Bottom;Copper Fill314
136;;;56.6928;-25.6796;0;Bottom;Copper Fill320
137;0.1µF;0805 [SMD, multilayer];58.0322;-20.5059;180;Top;C5
138;;;43.9293;-33.4012;0;Bottom;Copper Fill112
139;;;12.8746;-26.2209;0;Bottom;Via72
140;;;81.0641;-67.0816;0;Bottom;Copper Fill106
141;;;82.804;-40.5767;0;Bottom;Copper Fill366
142;;;89.3921;-32.8884;0;Bottom;Via225
143;;;78.5971;-84.9585;0;Bottom;Via231
144;;;59.0169;-20.0154;0;Bottom;Copper Fill436
145;;;41.4274;-28.626;0;Bottom;Copper Fill60
146;470;0805 [SMD];12.4846;-33.5234;180;Top;R41
147;;;71.0946;-8.5219;0;Bottom;Copper Fill403
148;;;21.4376;-18.2882;0;Bottom;Copper Fill328
149;;;96.4946;-90.4115;0;Bottom;Copper Fill507
150;;;40.7797;-66.9038;0;Bottom;Copper Fill462
151;;;52.6796;-19.5963;0;Bottom;Copper Fill155
152;;;43.434;-38.3415;0;Bottom;Copper Fill161
153;;;52.8193;-24.0286;0;Bottom;Copper Fill434
154;;;49.5126;-53.9615;0;Bottom;TXT11
155;;;3.6449;-47.0664;0;Bottom;Copper Fill417
156;;THT;21.5742;-36.0634;0;Bottom;J4
157;;;34.2138;-18.6184;0;Bottom;Copper Fill83
158;;;43.9896;-38.2859;0;Bottom;Via237
159;;;32.5596;-39.5559;0;Bottom;Via240
160;;;94.7928;-56.3882;0;Bottom;Copper Fill276
161;;;94.7293;-30.2516;0;Bottom;Copper Fill559
162;1µF;0805 [SMD, multilayer];77.0822;-42.4134;0;Top;C12
163;;;94.7928;-76.7082;0;Bottom;Copper Fill258
164;;;68.0593;-18.3136;0;Bottom;Copper Fill475
165;;THT;10.0172;-13.5209;0;Bottom;J186
166;;;75.4221;-50.3509;0;Bottom;Via47
167;;THT;33.8297;-33.5234;90;Bottom;Remove to Prog
168;;;94.7928;-56.3882;0;Bottom;Copper Fill21
169;100k;0805 [SMD];32.2422;-68.3759;-90;Top;R49
170;47µF;A 3216 [SMD, tantalum];67.4846;-90.5434;90;Top;C14
171;;;37.338;-6.9344;0;Bottom;Copper Fill99
172;;;81.5594;-66.5863;0;Bottom;Copper Fill109
173;;THT;4.9372;-18.6009;0;Bottom;J220
174;;;71.2597;-11.9636;0;Bottom;Copper Fill526
175;;;21.4376;-36.0682;0;Bottom;Copper Fill303
176;;;64.3128;-30.9882;0;Bottom;Copper Fill307
177;;;51.5874;-28.626;0;Bottom;Copper Fill62
178;;;4.1148;-46.5711;0;Bottom;Copper Fill169
179;;;44.0944;-54.1911;0;Bottom;Copper Fill143
180;;;2.3749;-80.3912;0;Bottom;Copper Fill127
181;;THT;15.0972;-21.1409;0;Bottom;J174
182;;;21.4376;-48.7682;0;Bottom;Copper Fill289
183;;;45.5771;-22.0934;0;Bottom;Via151
184;;SO;79.6767;-56.0659;-90;Top;IC1
185;;;66.2081;-80.1932;0;Bottom;Via230
186;;;21.082;-85.7887;0;Bottom;Copper Fill484
187;;;76.708;-10.973;0;Bottom;Copper Fill93
188;;;4.1148;-46.5711;0;Bottom;Copper Fill420
189;;;62.3697;-7.0868;0;Bottom;Copper Fill415
190;;sma-diode;49.9496;-86.2283;0;Top;D54
191;;;49.7586;-12.3192;0;Bottom;Copper Fill336
192;470;0805 [SMD];75.7397;-25.5134;-90;Top;R22
193;;;40.1193;-28.9054;0;Bottom;Copper Fill517
194;;TO220 [THT];6.8422;-91.5443;180;Bottom;Q2
195;4.7µ;0805 [SMD, multilayer];12.4846;-30.9834;180;Top;C31
196;;;94.5642;-33.325;0;Bottom;Copper Fill50
197;;;49.3871;-62.4159;0;Bottom;Via99
198;;;21.4376;-23.3682;0;Bottom;Copper Fill76
199;;;21.4376;-38.6082;0;Bottom;Copper Fill44
200;1k;0805 [SMD];49.7772;-10.3459;0;Top;R75
201;;THT;4.9372;-21.1409;0;Bottom;J223
202;;;10.8966;-43.1167;0;Bottom;Copper Fill563
203;;;94.234;-29.7563;0;Bottom;Copper Fill561
204;100k;0805 [SMD];57.9597;-68.3759;-90;Top;R56
205;;;81.4578;-15.4434;0;Bottom;Copper Fill87
206;;;22.7171;-71.6234;0;Bottom;Via170
207;;;75.4634;-42.4563;0;Bottom;Copper Fill448
208;;;94.7928;-61.4682;0;Bottom;Copper Fill271
209;;;16.4592;-67.1578;0;Bottom;Copper Fill266
210;;;47.9044;-92.5959;0;Bottom;Copper Fill410
211;;;29.0449;-18.1866;0;Bottom;Copper Fill376
212;;;86.6902;-13.3352;0;Bottom;Copper Fill335
213;100nF;0805 [SMD, multilayer];76.3747;-13.4483;90;Top;C24
214;;;36.0045;-67.234;0;Bottom;Copper Fill188
215;;;49.9872;-50.0128;0;Bottom;Copper Fill29
216;;;94.7293;-30.2516;0;Bottom;Copper Fill217
217;;;87.3506;-68.9612;0;Bottom;Copper Fill10
218;;;94.7928;-71.6282;0;Bottom;Copper Fill12
219;;;58.9121;-33.2059;0;Bottom;Via144
220;;;89.3572;-91.5291;0;Bottom;Copper Fill231
221;;THT;7.4772;-10.9809;0;Bottom;J217
222;;;55.4196;-9.076;0;Bottom;Via180
223;;;72.2884;-51.105;0;Bottom;Copper Fill282
224;;;85.0646;-21.2219;0;Bottom;Copper Fill545
225;;;21.6662;-48.7682;0;Bottom;Copper Fill33
226;;;5.334;-70.3963;0;Bottom;Copper Fill573
227;;;95.3389;-91.5672;0;Bottom;Copper Fill195
228;;;77.5208;-27.483;0;Bottom;Copper Fill70
229;;;48.2092;-63.8304;0;Bottom;Copper Fill259
230;;;15.3797;-48.9968;0;Bottom;Copper Fill386
231;;;85.9028;-16.2816;0;Bottom;Copper Fill331
232;;;97.7138;-43.6882;0;Bottom;Copper Fill295
233;;;87.4141;-62.2556;0;Bottom;Copper Fill504
234;;;29.0671;-18.601;0;Bottom;Via188
235;;THT;10.0172;-23.6809;90;Bottom;J109
236;;;85.0646;-21.2219;0;Bottom;Copper Fill227
237;;;82.804;-36.7667;0;Bottom;Copper Fill401
238;;;57.3532;-67.3991;0;Bottom;Copper Fill431
239;;;73.9394;-65.0115;0;Bottom;Copper Fill425
240;100 nF;0805 [SMD, multilayer];68.1197;-19.7983;-90;Top;C28
241;;;80.5688;-66.5863;0;Bottom;Copper Fill108
242;;;81.5594;-66.5863;0;Bottom;Copper Fill353
243;;;69.3928;-79.0196;0;Bottom;Copper Fill249
244;;;21.4376;-41.1482;0;Bottom;Copper Fill38
245;;;50.1899;-43.9332;0;Bottom;TXT11
246;;;55.4035;-22.9859;0;Bottom;Via172
247;;;89.789;-76.9114;0;Bottom;Copper Fill2
248;;;56.6896;-80.5135;0;Bottom;Via202
249;;;42.6593;-30.6326;0;Bottom;Copper Fill511
250;10µF;0805 [SMD, multilayer];31.6797;-37.0159;0;Top;C32
251;;;60.9346;-52.9211;0;Bottom;Copper Fill470
252;;THT;69.0722;-69.4009;0;Bottom;JP1
253;;;89.4969;-57.9376;0;Bottom;Copper Fill449
254;;;32.5882;-12.3319;0;Bottom;Copper Fill423
255;;;94.7928;-58.9282;0;Bottom;Copper Fill20
256;100k;0805 [SMD];16.6847;-84.8858;-90;Top;R14
257;;;43.2308;-78.029;0;Bottom;Copper Fill256
258;;;81.0641;-67.0816;0;Bottom;Copper Fill350
259;0.22µF;0805 [SMD, multilayer];61.8422;-71.9409;180;Top;C30
260;;;34.7217;-16.0399;0;Bottom;TXT4
261;;;64.2874;-28.626;0;Bottom;Copper Fill67
262;;;94.7928;-76.7082;0;Bottom;Copper Fill4
263;;;24.9428;-30.8358;0;Bottom;Copper Fill309
264;100k;0805 [SMD];16.6847;-92.1883;-90;Top;R13
265;;;3.302;-93.1039;0;Bottom;Copper Fill487
266;;;56.6293;-85.6744;0;Bottom;Copper Fill481
267;;;58.1152;-7.3662;0;Bottom;Copper Fill97
268;;;16.4592;-59.5378;0;Bottom;Copper Fill272
269;;;21.8948;-8.8267;0;Bottom;Copper Fill385
270;;;58.4454;-67.3991;0;Bottom;Copper Fill432
271;;;43.9293;-38.8368;0;Bottom;Copper Fill412
272;1k;0805 [SMD];72.8822;-33.1334;-90;Top;R21
273;;;34.4297;-20.4726;0;Bottom;Copper Fill523
274;;;93.4593;-33.9854;0;Bottom;Copper Fill515
275;;;39.8924;-16.0399;0;Bottom;TXT4
276;;;36.9316;-68.1611;0;Bottom;Copper Fill189
277;;;72.644;-93.8659;0;Bottom;Copper Fill242
278;;;4.32736;-59.6694;-90;Bottom;TXT13
279;0.1µF;0805 [SMD, multilayer];70.3422;-33.1334;90;Top;C7
280;;;66.4845;-35.3062;0;Bottom;Copper Fill362
281;;;43.9293;-34.3664;0;Bottom;Copper Fill111
282;;;64.2493;-89.4336;0;Bottom;Copper Fill557
283;;;48.4346;-92.5785;0;Bottom;Via232
284;0.22µF;0805 [SMD, multilayer];50.3397;-25.5134;-90;Top;C2
285;;;94.7928;-66.5482;0;Bottom;Copper Fill14
286;;;78.0542;-65.5322;0;Bottom;Copper Fill265
287;;;1.45208;-63.6005;-90;Bottom;TXT13
288;;;23.1648;-71.6663;0;Bottom;Copper Fill374
289;;;90.7542;-12.3954;0;Bottom;Copper Fill337
290;;;54.0766;-68.1611;0;Bottom;Copper Fill499
291;;;94.2086;-90.4115;0;Bottom;Copper Fill196
