*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=v1.3.9
*Date=19:02:46
*CreatedBy=Fritzing 0.9.4.2019-12-01.CD-498-0-a1ffcea
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
103;;;86.4997;-93.1928;0;Bottom;Copper Fill541
104;;THT;11.9222;-20.8703;0;Bottom;J174
105;;;36.6649;-65.6592;0;Bottom;Copper Fill450
106;;;44.2341;-81.712;0;Bottom;Copper Fill115
107;;;18.923;-33.3123;0;Bottom;Copper Fill215
108;;;66.9553;-7.7584;0;Bottom;TXT4
109;;;62.4332;-33.9219;0;Bottom;Copper Fill511
110;;;69.8754;-81.7247;0;Bottom;Copper Fill531
111;2.2;0805 [SMD];2.46969;-44.3652;0;Top;R71
112;;;6.7945;-4.8008;0;Bottom;Copper Fill187
113;;;34.1249;-6.4772;0;Bottom;Copper Fill378
114;;;21.1328;-21.8188;0;Bottom;Copper Fill62
115;;;16.3576;-42.6722;0;Bottom;Copper Fill272
116;47µF;200 mil [THT, tantalum];69.3897;-90.4028;90;Bottom;C14
117;;THT;80.5022;-10.7103;-90;Bottom;JP4
118;;THT;9.3822;-18.3303;0;Bottom;J169
119;;;87.1474;-92.4943;0;Bottom;Copper Fill211
120;22µF;0805 [SMD, multilayer];27.4797;-34.7678;90;Top;C23
121;;;3.302;-85.5347;0;Bottom;Copper Fill170
122;10k;0805 [SMD];47.4822;-12.0527;90;Top;R63
123;;;47.7393;-29.9976;0;Bottom;Copper Fill362
124;;;14.1097;-27.737;0;Bottom;Copper Fill523
125;;;73.5171;-64.6853;0;Bottom;Via8
126;;;72.8821;-82.1478;0;Bottom;Via141
127;;;22.0345;-93.8024;0;Bottom;Copper Fill485
128;;;94.7928;-40.8688;0;Bottom;Copper Fill36
129;0.22µF;0805 [SMD, multilayer];50.3397;-25.2427;-90;Top;C2
130;;;21.1328;-47.2188;0;Bottom;Copper Fill28
131;0.1µF;0805 [SMD, multilayer];38.8371;-19.2827;180;Top;C3
132;;;94.7928;-53.5688;0;Bottom;Copper Fill20
133;;;21.1328;-52.0448;0;Bottom;Copper Fill261
134;;;11.8745;-4.8008;0;Bottom;Copper Fill214
135;;;82.9945;-83.7694;0;Bottom;Copper Fill538
136;;;52.6034;-84.5568;0;Bottom;Copper Fill222
137;;;92.3544;-20.6123;0;Bottom;Copper Fill411
138;;;5.08;-32.3344;0;Bottom;Copper Fill285
139;;;94.7293;-29.3372;0;Bottom;Copper Fill111
140;;;57.785;-31.6232;0;Bottom;Copper Fill289
141;;;71.3994;-62.5223;0;Bottom;Copper Fill418
142;;sma-diode;12.3122;-37.3803;180;Top;D20
143;;;14.4145;-4.8008;0;Bottom;Copper Fill204
144;;;55.3593;-63.3224;0;Bottom;Copper Fill104
145;;;28.4321;-31.0303;0;Bottom;Via149
146;;;81.0641;-66.8276;0;Bottom;Copper Fill347
147;;;81.5848;-76.4034;0;Bottom;Copper Fill236
148;;;63.2841;-16.2562;0;Bottom;Copper Fill476
149;;;94.7928;-66.2688;0;Bottom;Copper Fill13
150;;;36.068;-12.9923;0;Bottom;Copper Fill455
151;;;89.9922;-57.1375;0;Bottom;Copper Fill422
152;;;4.2545;-91.9228;0;Bottom;Copper Fill165
153;;THT;9.3822;-25.9503;90;Bottom;J114
154;;;73.7362;-34.5696;0;Bottom;Copper Fill42
155;100k;0805 [SMD];88.5122;-57.0652;180;Top;R35
156;;THT;14.4622;-8.17025;0;Bottom;J203
157;;;94.7928;-73.8888;0;Bottom;Copper Fill242
158;;;75.4634;-42.2023;0;Bottom;Copper Fill435
159;;;20.9042;-59.3219;0;Bottom;Copper Fill81
160;;;94.7928;-71.3488;0;Bottom;Copper Fill11
161;;;75.9968;-88.5319;0;Bottom;Copper Fill491
162;;;85.8266;-92.4943;0;Bottom;Copper Fill210
163;;;67.2846;-37.1223;0;Bottom;Copper Fill399
164;;;26.5049;-12.1922;0;Bottom;Copper Fill142
165;;;34.7821;-88.4978;0;Bottom;Via96
166;1k;0805 [SMD];91.0522;-13.8852;180;Top;R60
167;1k;0805 [SMD];88.5122;-54.8427;180;Top;R24
168;2.2;0805 [SMD];2.46969;-37.3802;0;Top;R73
169;;;42.6593;-28.6514;0;Bottom;Copper Fill195
170;;;87.0458;-9.9316;0;Bottom;Copper Fill330
171;;;76.2762;-31.7248;0;Bottom;Copper Fill49
172;;;25.9842;-12.6875;0;Bottom;Copper Fill143
173;;;66.7893;-36.627;0;Bottom;Copper Fill139
174;;;47.7393;-29.007;0;Bottom;Copper Fill363
175;;;85.8266;-92.4943;0;Bottom;Copper Fill543
176;;;51.6096;-19.6003;0;Bottom;Via152
177;2.2;0805 [SMD];41.0323;-47.8578;0;Top;R68
178;;;34.1249;-7.4424;0;Bottom;Copper Fill377
179;;;89.4969;-34.3664;0;Bottom;Copper Fill440
180;;;41.3893;-33.5028;0;Bottom;Copper Fill386
181;;;9.3345;-4.8008;0;Bottom;Copper Fill200
182;;;42.926;-78.0036;0;Bottom;Copper Fill224
183;;;23.5712;-21.8188;0;Bottom;Copper Fill61
184;;;83.7946;-40.2719;0;Bottom;Copper Fill405
185;;;21.1328;-21.8188;0;Bottom;Copper Fill317
186;;;21.082;-85.5347;0;Bottom;Copper Fill164
187;;;75.3364;-59.0044;0;Bottom;Copper Fill251
188;;;63.5254;-33.9219;0;Bottom;Copper Fill512
189;;;56.7436;-78.7148;0;Bottom;Copper Fill226
190;;;81.5594;-66.3323;0;Bottom;Copper Fill350
191;;;55.0545;-49.962;0;Bottom;Copper Fill95
192;;;21.1328;-34.5188;0;Bottom;Copper Fill47
193;;;64.9097;-94.5644;0;Bottom;Copper Fill545
194;;;90.9193;-82.0168;0;Bottom;Copper Fill76
195;;;85.1916;-30.6072;0;Bottom;Copper Fill295
196;;;45.6946;-7.6075;0;Bottom;Copper Fill382
197;;;60.1821;-38.9678;0;Bottom;Via145
198;;;89.6366;-38.3288;0;Bottom;Copper Fill280
199;470;0805 [SMD];66.7771;-31.8877;180;Top;R8
200;;;95.2246;-29.8071;0;Bottom;Copper Fill374
201;;;47.7996;-29.4428;0;Bottom;Via81
202;;;84.1248;-76.4034;0;Bottom;Copper Fill237
203;;;25.9842;-12.6875;0;Bottom;Copper Fill401
204;;;11.1252;-55.55;0;Bottom;Copper Fill250
205;;;94.7928;-35.7888;0;Bottom;Copper Fill44
206;;;76.5048;-76.4034;0;Bottom;Copper Fill5
207;;;92.1512;-11.3794;0;Bottom;Copper Fill328
208;;THT;93.9007;-88.78;0;Bottom;J3
209;;;89.4969;-42.4436;0;Bottom;Copper Fill436
210;;;14.4565;-74.2063;0;Bottom;Via169
211;;;40.1193;-28.6514;0;Bottom;Copper Fill194
212;;;94.7293;-29.3372;0;Bottom;Copper Fill372
213;;;19.5421;-81.8303;0;Bottom;Via95
214;;;24.4348;-75.2223;0;Bottom;Copper Fill109
215;;;84.3788;-59.0171;0;Bottom;Copper Fill407
216;;;83.7946;-40.2719;0;Bottom;Copper Fill146
217;;;2.70472;-77.6966;0;Bottom;Via167
218;;;82.5246;-93.2563;0;Bottom;Copper Fill549
219;;;90.424;-82.4867;0;Bottom;Copper Fill77
220;;SO;79.6767;-55.7953;-90;Top;IC1
221;;;30.734;-19.3423;0;Bottom;Copper Fill337
222;;;34.1249;-93.523;0;Bottom;Copper Fill429
223;;;12.1158;-30.7596;0;Bottom;Copper Fill288
224;;0805 [SMD];36.2698;-47.8578;0;Top;LED3
225;;;94.7928;-66.2688;0;Bottom;Copper Fill247
226;;;15.7734;-48.5142;0;Bottom;Copper Fill25
227;;0805 [SMD];36.2698;-45.3178;0;Top;LED4
228;;;84.9471;-58.9703;0;Bottom;Via161
229;10k;0805 [SMD];35.7347;-37.7702;-90;Top;R54
230;100 nF;0805 [SMD, multilayer];64.3822;-16.7427;0;Top;C26
231;;;80.5688;-66.3323;0;Bottom;Copper Fill88
232;;;21.1328;-19.2788;0;Bottom;Copper Fill320
233;;TO220 [THT];24.6222;-91.2737;180;Bottom;Q3
234;;;11.3538;-31.0771;0;Bottom;Copper Fill443
235;;;18.3896;-16.6626;0;Bottom;Copper Fill321
236;;;54.5592;-50.4319;0;Bottom;Copper Fill357
237;;;86.6902;-13.0812;0;Bottom;Copper Fill326
238;;;15.494;-66.9419;0;Bottom;Copper Fill414
239;;;96.7994;-88.5319;0;Bottom;Copper Fill93
240;;;24.003;-79.807;0;Bottom;Copper Fill1
241;;;21.4249;-59.8172;0;Bottom;Copper Fill342
242;;;16.4846;-66.9419;0;Bottom;Copper Fill156
243;;;55.0545;-50.9272;0;Bottom;Copper Fill355
244;;;46.4566;-76.2256;0;Bottom;Copper Fill231
245;;;24.1808;-16.7388;0;Bottom;Copper Fill68
246;;;16.6497;-93.523;0;Bottom;Copper Fill427
247;;;35.1917;-48.438;0;Bottom;Copper Fill466
248;;;5.3848;-42.6214;0;Bottom;Copper Fill273
249;;;25.5016;-37.643;0;Bottom;Copper Fill39
250;;THT;9.3822;-10.7103;0;Bottom;J179
251;;;27.4193;-36.373;0;Bottom;Copper Fill448
252;;THT;21.2567;-31.9828;0;Bottom;J4
253;;;52.0446;-19.6471;0;Bottom;Copper Fill138
254;;;61.7728;-79.045;0;Bottom;Copper Fill223
255;;;81.0641;-65.837;0;Bottom;Copper Fill87
256;;;94.7928;-48.4888;0;Bottom;Copper Fill263
257;;;49.9364;-65.9767;0;Bottom;Copper Fill495
258;;;82.4484;-21.7426;0;Bottom;Copper Fill60
259;;;94.7928;-43.4088;0;Bottom;Copper Fill271
260;1k;0805 [SMD];88.5122;-52.3027;180;Top;R23
261;;;66.7893;-36.627;0;Bottom;Copper Fill397
262;;THT;9.3822;-20.8703;0;Bottom;J172
263;;;91.8845;-20.117;0;Bottom;Copper Fill410
264;;0805 [SMD];6.76962;-37.3802;180;Top;LED8
265;;;9.38133;-27.8183;0;Bottom;TXT11
266;;THT;95.1072;-11.3453;180;Bottom;JP3
267;;0805 [SMD];6.76962;-40.8727;180;Top;LED7
268;;;5.2546;-74.2103;0;Bottom;Via164
269;;sma-diode;12.3122;-44.3653;180;Top;D18
270;;;94.7928;-76.4288;0;Bottom;Copper Fill7
271;;;9.7282;-75.0064;0;Bottom;Copper Fill241
272;;;92.3544;-20.6123;0;Bottom;Copper Fill152
273;;;91.4146;-82.4867;0;Bottom;Copper Fill341
274;0.1µF;0805 [SMD, multilayer];83.0422;-85.2502;-90;Top;C15
275;;;59.9313;-71.1964;0;Bottom;Copper Fill469
276;;;21.1328;-37.0588;0;Bottom;Copper Fill283
277;0.01µF;0805 [SMD, multilayer];6.13462;-33.5702;180;Top;C19
278;0.1µF;0805 [SMD, multilayer];45.2597;-25.2427;90;Top;C1
279;100k;0805 [SMD];88.5122;-34.8402;180;Top;R38
280;2.2;0805 [SMD];2.46969;-40.8727;0;Top;R72
281;0.1µF;0805 [SMD, multilayer];58.8396;-19.9177;180;Top;C5
282;;;23.4442;-75.2223;0;Bottom;Copper Fill108
283;;;60.5028;-30.6326;0;Bottom;Copper Fill53
284;;;21.082;-92.8499;0;Bottom;Copper Fill487
285;220;0805 [SMD];68.1197;-25.2427;-90;Top;R65
286;;;31.2293;-19.8376;0;Bottom;Copper Fill335
287;;THT;9.3822;-23.4103;90;Bottom;J109
288;;;41.1321;-7.85285;0;Bottom;Via122
289;;;94.7928;-51.0288;0;Bottom;Copper Fill262
290;;;40.4241;-65.0496;0;Bottom;Copper Fill175
291;;;24.4348;-40.8688;0;Bottom;Copper Fill35
292;;;50.2793;-23.7492;0;Bottom;Copper Fill516
293;;;71.3994;-62.5223;0;Bottom;Copper Fill161
294;;;69.7484;-33.9219;0;Bottom;Copper Fill533
295;;;65.8241;-9.6014;0;Bottom;Copper Fill518
296;;;49.9872;-48.1332;0;Bottom;Copper Fill67
297;;;72.3392;-82.1819;0;Bottom;Copper Fill385
298;;;66.294;-37.1223;0;Bottom;Copper Fill398
299;;;39.497;-65.9767;0;Bottom;Copper Fill176
300;;SO;79.6767;-45.9528;-90;Top;IC2
301;;;32.9184;-17.2468;0;Bottom;Copper Fill314
302;;;89.281;-76.7844;0;Bottom;Copper Fill227
303;;;41.3004;-88.5319;0;Bottom;Copper Fill189
304;;;40.1193;-28.6514;0;Bottom;Copper Fill508
305;;;69.042;-73.6656;0;Bottom;TXT1
306;;;5.44282;-27.7856;0;Bottom;TXT11
307;;;21.1328;-42.1388;0;Bottom;Copper Fill274
308;;;21.1328;-44.6788;0;Bottom;Copper Fill32
309;;;94.7928;-68.8088;0;Bottom;Copper Fill12
310;;;4.2545;-93.8024;0;Bottom;Copper Fill483
311;;;24.7904;-31.9788;0;Bottom;Copper Fill50
312;;;89.9922;-50.1271;0;Bottom;Copper Fill439
313;;;38.3034;-89.7492;-90;Bottom;TXT11
314;3.9k;0805 [SMD];76.3021;-31.8877;180;Top;R7
315;;;86.4997;-91.8466;0;Bottom;Copper Fill542
316;;;7.62;-31.0771;0;Bottom;Copper Fill527
317;;sma-diode;12.3122;-47.8578;180;Top;D17
318;;;88.6714;-54.9912;0;Bottom;Copper Fill253
319;;;75.6793;-23.7492;0;Bottom;Copper Fill513
320;;;94.234;-29.8071;0;Bottom;Copper Fill112
321;;;53.2384;-66.1799;0;Bottom;Copper Fill453
322;;;69.2036;-63.8405;0;Bottom;TXT1
323;;;28.0797;-65.6592;0;Bottom;Copper Fill446
324;;;14.1446;-28.1728;0;Bottom;Via72
325;;;16.6497;-86.2078;0;Bottom;Copper Fill431
326;;;21.1328;-24.308;0;Bottom;Copper Fill59
327;;;15.9893;-66.472;0;Bottom;Copper Fill413
328;;;49.0093;-65.0496;0;Bottom;Copper Fill179
329;;;22.0345;-84.6076;0;Bottom;Copper Fill481
330;;;83.693;-46.6219;0;Bottom;Copper Fill433
331;;;23.876;-19.2788;0;Bottom;Copper Fill64
332;;;84.074;-50.7875;0;Bottom;Copper Fill199
