*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=v1.3.1b
*Date=23:32:57
*CreatedBy=Fritzing 0.9.4.2019-12-01.CD-498-0-a1ffcea
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
221;;;4.37367;-21.3855;-90;Bottom;TXT11
222;;;40.1193;-30.3532;0;Bottom;Copper Fill486
223;1k;0805 [SMD];88.5122;-52.3027;180;Top;R23
224;;;18.923;-29.5023;0;Bottom;Copper Fill527
225;;;12.8341;-69.2506;-90;Bottom;TXT13
226;;;21.1328;-38.3288;0;Bottom;Copper Fill36
227;;;1.4097;-57.2772;0;Bottom;Copper Fill133
228;;;47.7393;-29.9976;0;Bottom;Copper Fill341
229;;;83.2993;-37.3128;0;Bottom;Copper Fill146
230;;;51.8541;-19.8376;0;Bottom;Copper Fill329
231;;;94.5388;-16.4975;0;Bottom;Copper Fill365
232;;;18.0594;-51.5876;0;Bottom;Copper Fill257
233;;;38.9096;-19.6003;0;Bottom;Via124
234;120;0805 [SMD];31.5346;-32.6177;180;Top;R62
235;;SO;55.7372;-38.1169;0;Top;IC4
236;68k;0805 [SMD];8.35712;-24.3627;180;Top;R76
237;;;11.6439;-4.1985;0;Bottom;TXT11
238;;;21.1328;-20.5488;0;Bottom;Copper Fill310
239;;;78.0542;-65.2782;0;Bottom;Copper Fill245
240;0.1µF;0805 [SMD, multilayer];35.4897;-19.6002;0;Top;C3
241;1k;0805 [SMD];31.6072;-91.9177;-90;Top;R12
242;;;58.7756;-86.4364;0;Bottom;Copper Fill221
243;;;3.0853;-59.383;-90;Bottom;TXT13
244;;;4.2545;-91.9228;0;Bottom;Copper Fill460
245;;;12.8341;-63.3488;-90;Bottom;TXT13
246;;;49.0093;-65.0496;0;Bottom;Copper Fill172
247;;;69.342;-90.7163;0;Bottom;Copper Fill215
248;2.2k;0805 [SMD];56.6897;-83.8077;-90;Top;R78
249;;;52.3494;-19.3423;0;Bottom;Copper Fill86
250;;;65.9892;-35.5475;0;Bottom;Copper Fill355
251;;0805 [SMD];36.2698;-55.1602;0;Top;LED1
252;;;76.708;-10.719;0;Bottom;Copper Fill78
253;;;14.1196;-4.1985;0;Bottom;TXT11
254;;;39.5446;-10.1565;0;Bottom;TXT4
255;;;15.0749;-26.1876;0;Bottom;Copper Fill501
256;;;84.5693;-50.2922;0;Bottom;Copper Fill518
257;;;50.3819;-53.5728;0;Bottom;Arduino Mega 2560
258;;;94.2086;-90.1067;0;Bottom;Copper Fill474
259;;THT;6.5247;-11.3453;0;Bottom;J211
260;;;62.9793;-34.4426;0;Bottom;Copper Fill488
261;;;89.6366;-38.3288;0;Bottom;Copper Fill278
262;;;58.9121;-32.9353;0;Bottom;Via144
263;;;75.3745;-49.6572;0;Bottom;Copper Fill88
264;;;44.6532;-66.1799;0;Bottom;Copper Fill424
265;;;27.5844;-7.9123;0;Bottom;Copper Fill129
266;;;57.785;-31.166;0;Bottom;Copper Fill287
267;;;91.1352;-29.388;0;Bottom;Copper Fill298
268;;;28.0797;-46.8124;0;Bottom;Copper Fill137
